SOCCode	Dgroup	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
19-4061	Technical	18.919060664	28060	Life, physical, and social sciences	42480	1	Social Science Research Assistants	4	1
19-4091	Content	60.170340559	34250	Life, physical, and social sciences	43030	1	Environmental Science and Protection Technicians, Including Health	4	1
19-4091	Process	55.9454816	34250	Life, physical, and social sciences	43030	3	Environmental Science and Protection Technicians, Including Health	4	1
19-4091	Resource management	40.300004875	34250	Life, physical, and social sciences	43030	2	Environmental Science and Protection Technicians, Including Health	4	1
19-4091	Social	51.032734595	34250	Life, physical, and social sciences	43030	2	Environmental Science and Protection Technicians, Including Health	4	1
19-4091	Systems and complex problem solving	53.59624348	34250	Life, physical, and social sciences	43030	2	Environmental Science and Protection Technicians, Including Health	4	1
19-4091	Technical	35.00021949	34250	Life, physical, and social sciences	43030	0	Environmental Science and Protection Technicians, Including Health	4	1
19-4092	Content	63.170041	14070	Life, physical, and social sciences	56320	0	Forensic Science Technicians	4	1
19-4092	Process	58.56258367	14070	Life, physical, and social sciences	56320	2	Forensic Science Technicians	4	1
19-4092	Resource management	37.803428017	14070	Life, physical, and social sciences	56320	2	Forensic Science Technicians	4	1
19-4092	Social	50.088546088	14070	Life, physical, and social sciences	56320	3	Forensic Science Technicians	4	1
19-4092	Systems and complex problem solving	54.607158474	14070	Life, physical, and social sciences	56320	2	Forensic Science Technicians	4	1
19-4092	Technical	31.949666786	14070	Life, physical, and social sciences	56320	0	Forensic Science Technicians	4	1
19-4093	Content	54.680147746	29810	Life, physical, and social sciences	35430	0	Forest and Conservation Technicians	3	1
19-4093	Process	56.43474604	29810	Life, physical, and social sciences	35430	0	Forest and Conservation Technicians	3	1
19-4093	Resource management	42.438154683	29810	Life, physical, and social sciences	35430	0	Forest and Conservation Technicians	3	1
19-4093	Social	49.613803632	29810	Life, physical, and social sciences	35430	1	Forest and Conservation Technicians	3	1
19-4093	Systems and complex problem solving	52.489867183	29810	Life, physical, and social sciences	35430	0	Forest and Conservation Technicians	3	1
19-4093	Technical	33.994208544	29810	Life, physical, and social sciences	35430	1	Forest and Conservation Technicians	3	1
19-4099	Content	57.580355956	72020	Life, physical, and social sciences	45300	0	Life, Physical, and Social Science Technicians, All Other	3	1
19-4099	Process	55.067135147	72020	Life, physical, and social sciences	45300	1	Life, Physical, and Social Science Technicians, All Other	3	1
19-4099	Resource management	37.235708919	72020	Life, physical, and social sciences	45300	1	Life, Physical, and Social Science Technicians, All Other	3	1
19-4099	Social	47.950987989	72020	Life, physical, and social sciences	45300	2	Life, Physical, and Social Science Technicians, All Other	3	1
19-4099	Systems and complex problem solving	53.504945547	72020	Life, physical, and social sciences	45300	0	Life, Physical, and Social Science Technicians, All Other	3	1
19-4099	Technical	37.797293953	72020	Life, physical, and social sciences	45300	1	Life, Physical, and Social Science Technicians, All Other	3	1
21-0000	Content	58.196376534	1972140	Community and social service	42010	1	Community and social service		2
21-0000	Process	62.218028248	1972140	Community and social service	42010	0	Community and social service		2
21-0000	Resource management	39.363445626	1972140	Community and social service	42010	1	Community and social service		2
21-0000	Social	62.744719754	1972140	Community and social service	42010	0	Community and social service		2
21-0000	Systems and complex problem solving	56.895835014	1972140	Community and social service	42010	0	Community and social service		2
21-0000	Technical	12.398227102	1972140	Community and social service	42010	3	Community and social service		2
21-1011	Content	56.577996252	87090	Community and social service	39980	3	Substance Abuse and Behavioral Disorder Counselors	5	1
21-1011	Process	63.650208538	87090	Community and social service	39980	2	Substance Abuse and Behavioral Disorder Counselors	5	1
21-1011	Resource management	38.280473395	87090	Community and social service	39980	2	Substance Abuse and Behavioral Disorder Counselors	5	1
21-1011	Social	61.549771166	87090	Community and social service	39980	0	Substance Abuse and Behavioral Disorder Counselors	5	1
21-1011	Systems and complex problem solving	56.765400681	87090	Community and social service	39980	2	Substance Abuse and Behavioral Disorder Counselors	5	1
21-1011	Technical	10.953469102	87090	Community and social service	39980	2	Substance Abuse and Behavioral Disorder Counselors	5	1
21-1012	Content	57.289795902	253460	Community and social service	53660	3	Educational, Guidance, School, and Vocational Counselors	5	1
21-1012	Process	63.896155605	253460	Community and social service	53660	2	Educational, Guidance, School, and Vocational Counselors	5	1
21-1012	Resource management	35.974926797	253460	Community and social service	53660	3	Educational, Guidance, School, and Vocational Counselors	5	1
21-1012	Social	63.165173583	253460	Community and social service	53660	0	Educational, Guidance, School, and Vocational Counselors	5	1
21-1012	Systems and complex problem solving	59.952650383	253460	Community and social service	53660	1	Educational, Guidance, School, and Vocational Counselors	5	1
21-1012	Technical	7.9543916381	253460	Community and social service	53660	3	Educational, Guidance, School, and Vocational Counselors	5	1
21-1013	Content	62.814288951	32070	Community and social service	48600	2	Marriage and Family Therapists	5	1
21-1013	Process	64.090702751	32070	Community and social service	48600	2	Marriage and Family Therapists	5	1
21-1013	Resource management	33.447095681	32070	Community and social service	48600	3	Marriage and Family Therapists	5	1
21-1013	Social	68.120079701	32070	Community and social service	48600	0	Marriage and Family Therapists	5	1
21-1013	Systems and complex problem solving	63.555701736	32070	Community and social service	48600	0	Marriage and Family Therapists	5	1
21-1013	Technical	11.184092578	32070	Community and social service	48600	2	Marriage and Family Therapists	5	1
21-1014	Content	64.837262765	128200	Community and social service	41880	1	Mental Health Counselors	5	1
21-1014	Process	66.436634664	128200	Community and social service	41880	1	Mental Health Counselors	5	1
21-1014	Resource management	35.826790404	128200	Community and social service	41880	3	Mental Health Counselors	5	1
21-1014	Social	65.717154244	128200	Community and social service	41880	0	Mental Health Counselors	5	1
21-1014	Systems and complex problem solving	61.889201273	128200	Community and social service	41880	0	Mental Health Counselors	5	1
21-1014	Technical	11.824271255	128200	Community and social service	41880	2	Mental Health Counselors	5	1
21-1015	Content	55.742426981	101630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	Process	60.148687743	101630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	Resource management	34.76127644	101630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	Social	62.052041183	101630	Community and social service	34390	0	Rehabilitation Counselors	5	1
21-1015	Systems and complex problem solving	58.54274166	101630	Community and social service	34390	1	Rehabilitation Counselors	5	1
21-1015	Technical	11.820359716	101630	Community and social service	34390	2	Rehabilitation Counselors	5	1
21-1021	Content	62.821944513	294080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	Process	61.239947769	294080	Community and social service	42350	1	Child, Family, and School Social Workers	4	1
21-1021	Resource management	40.85798242	294080	Community and social service	42350	2	Child, Family, and School Social Workers	4	1
21-1021	Social	64.387079709	294080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	Systems and complex problem solving	55.624721053	294080	Community and social service	42350	2	Child, Family, and School Social Workers	4	1
21-1021	Technical	14.049726973	294080	Community and social service	42350	2	Child, Family, and School Social Workers	4	1
21-1022	Content	60.681059513	155590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	Process	61.615016466	155590	Community and social service	52380	3	Healthcare Social Workers	5	1
21-1022	Resource management	38.120793595	155590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	Social	62.670014693	155590	Community and social service	52380	0	Healthcare Social Workers	5	1
21-1022	Systems and complex problem solving	55.33258645	155590	Community and social service	52380	3	Healthcare Social Workers	5	1
21-1022	Technical	14.817606898	155590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1023	Content	60.72845215	110070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	Process	65.404798921	110070	Community and social service	42170	1	Mental Health and Substance Abuse Social Workers	5	1
21-1023	Resource management	35.833637493	110070	Community and social service	42170	3	Mental Health and Substance Abuse Social Workers	5	1
21-1023	Social	65.684667689	110070	Community and social service	42170	0	Mental Health and Substance Abuse Social Workers	5	1
21-1023	Systems and complex problem solving	56.991811437	110070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	Technical	12.434015927	110070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1091	Content	58.264643128	57570	Community and social service	51960	1	Health Educators	4	1
21-1091	Process	61.758113796	57570	Community and social service	51960	1	Health Educators	4	1
21-1091	Resource management	45.666715772	57570	Community and social service	51960	1	Health Educators	4	1
21-1091	Social	55.825383177	57570	Community and social service	51960	1	Health Educators	4	1
21-1091	Systems and complex problem solving	52.523525374	57570	Community and social service	51960	2	Health Educators	4	1
21-1091	Technical	13.010084071	57570	Community and social service	51960	3	Health Educators	4	1
21-1092	Content	52.44241823	87950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	Process	57.277137068	87950	Community and social service	49360	2	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	Resource management	22.985709742	87950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	Social	59.601541769	87950	Community and social service	49360	0	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	Systems and complex problem solving	52.518940905	87950	Community and social service	49360	2	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	Technical	11.803061947	87950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1093	Content	54.377123699	359350	Community and social service	30830	2	Social and Human Service Assistants	4	1
21-1093	Process	57.002196023	359350	Community and social service	30830	2	Social and Human Service Assistants	4	1
21-1093	Resource management	37.416400218	359350	Community and social service	30830	3	Social and Human Service Assistants	4	1
21-1093	Social	58.257563561	359350	Community and social service	30830	0	Social and Human Service Assistants	4	1
21-1093	Systems and complex problem solving	50.442231617	359350	Community and social service	30830	3	Social and Human Service Assistants	4	1
21-1093	Technical	14.565698342	359350	Community and social service	30830	2	Social and Human Service Assistants	4	1
21-1094	Content	53.449814097	48130	Community and social service	36300	3	Community Health Workers	4	1
21-1094	Process	61.233087529	48130	Community and social service	36300	1	Community Health Workers	4	1
21-1094	Resource management	42.517595399	48130	Community and social service	36300	2	Community Health Workers	4	1
21-1094	Social	61.602825195	48130	Community and social service	36300	0	Community Health Workers	4	1
21-1094	Systems and complex problem solving	56.53532339	48130	Community and social service	36300	2	Community Health Workers	4	1
21-1094	Technical	15.475078346	48130	Community and social service	36300	2	Community Health Workers	4	1
21-2011	Content	60.369935589	48250	Community and social service	44250	3	Clergy	5	1
21-2011	Process	66.144857956	48250	Community and social service	44250	1	Clergy	5	1
21-2011	Resource management	56.112841913	48250	Community and social service	44250	0	Clergy	5	1
21-2011	Social	69.627647502	48250	Community and social service	44250	0	Clergy	5	1
21-2011	Systems and complex problem solving	59.639527256	48250	Community and social service	44250	1	Clergy	5	1
21-2011	Technical	10.216048136	48250	Community and social service	44250	3	Clergy	5	1
21-2021	Content	54.352109705	20280	Community and social service	38780	2	Directors, Religious Activities and Education	4	1
21-2021	Process	61.154850636	20280	Community and social service	38780	1	Directors, Religious Activities and Education	4	1
21-2021	Resource management	53.285999502	20280	Community and social service	38780	0	Directors, Religious Activities and Education	4	1
21-2021	Social	60.165133389	20280	Community and social service	38780	0	Directors, Religious Activities and Education	4	1
21-2021	Systems and complex problem solving	56.227326984	20280	Community and social service	38780	2	Directors, Religious Activities and Education	4	1
21-2021	Technical	13.467274496	20280	Community and social service	38780	2	Directors, Religious Activities and Education	4	1
23-0000	Content	54.569012878	1062370	Legal	78170	1	Legal		2
23-0000	Process	57.57378327	1062370	Legal	78170	1	Legal		2
23-0000	Resource management	28.646054686	1062370	Legal	78170	3	Legal		2
23-0000	Social	51.07954866	1062370	Legal	78170	1	Legal		2
23-0000	Systems and complex problem solving	50.580762214	1062370	Legal	78170	1	Legal		2
23-0000	Technical	9.5455501522	1062370	Legal	78170	3	Legal		2
23-1011	Content	60.422087784	609930	Legal	115820	3	Lawyers	5	1
23-1011	Process	64.90470482	609930	Legal	115820	2	Lawyers	5	1
23-1011	Resource management	42.823058097	609930	Legal	115820	1	Lawyers	5	1
23-1011	Social	62.384383026	609930	Legal	115820	0	Lawyers	5	1
23-1011	Systems and complex problem solving	62.317362909	609930	Legal	115820	0	Lawyers	5	1
23-1011	Technical	11.523285464	609930	Legal	115820	2	Lawyers	5	1
23-1012	Content	52.094805107	12660	Legal	50740	3	Judicial Law Clerks	5	1
23-1012	Process	58.850217012	12660	Legal	50740	3	Judicial Law Clerks	5	1
23-1012	Resource management	21.532653752	12660	Legal	50740	3	Judicial Law Clerks	5	1
23-1012	Social	48.501503045	12660	Legal	50740	3	Judicial Law Clerks	5	1
23-1012	Systems and complex problem solving	49.657291829	12660	Legal	50740	3	Judicial Law Clerks	5	1
23-1012	Technical	8.9155765031	12660	Legal	50740	3	Judicial Law Clerks	5	1
23-1021	Content	62.497408583	14590	Legal	90600	2	Administrative Law Judges, Adjudicators, and Hearing Officers	5	1
23-1021	Process	64.47624964	14590	Legal	90600	2	Administrative Law Judges, Adjudicators, and Hearing Officers	5	1
23-1021	Resource management	35.119472209	14590	Legal	90600	3	Administrative Law Judges, Adjudicators, and Hearing Officers	5	1
23-1021	Social	54.135311654	14590	Legal	90600	2	Administrative Law Judges, Adjudicators, and Hearing Officers	5	1
23-1021	Systems and complex problem solving	60.66730335	14590	Legal	90600	1	Administrative Law Judges, Adjudicators, and Hearing Officers	5	1
23-1021	Technical	9.5908547953	14590	Legal	90600	3	Administrative Law Judges, Adjudicators, and Hearing Officers	5	1
23-1022	Content	56.735012007	6380	Legal	58020	3	Arbitrators, Mediators, and Conciliators	5	1
23-1022	Process	60.594291004	6380	Legal	58020	3	Arbitrators, Mediators, and Conciliators	5	1
23-1022	Resource management	21.358296392	6380	Legal	58020	3	Arbitrators, Mediators, and Conciliators	5	1
23-1022	Social	62.816837063	6380	Legal	58020	0	Arbitrators, Mediators, and Conciliators	5	1
23-1022	Systems and complex problem solving	55.443704685	6380	Legal	58020	3	Arbitrators, Mediators, and Conciliators	5	1
23-1022	Technical	8.6610592324	6380	Legal	58020	3	Arbitrators, Mediators, and Conciliators	5	1
23-1023	Content	65.238889524	29020	Legal	126930	1	Judges, Magistrate Judges, and Magistrates	5	1
23-1023	Process	70.308435853	29020	Legal	126930	0	Judges, Magistrate Judges, and Magistrates	5	1
23-1023	Resource management	27.121529585	29020	Legal	126930	3	Judges, Magistrate Judges, and Magistrates	5	1
23-1023	Social	57.52229676	29020	Legal	126930	1	Judges, Magistrate Judges, and Magistrates	5	1
23-1023	Systems and complex problem solving	65.075660837	29020	Legal	126930	0	Judges, Magistrate Judges, and Magistrates	5	1
23-1023	Technical	8.7971402254	29020	Legal	126930	3	Judges, Magistrate Judges, and Magistrates	5	1
23-2011	Content	49.859386934	271930	Legal	48810	1	Paralegals and Legal Assistants	3	1
23-2011	Process	48.8545471	271930	Legal	48810	3	Paralegals and Legal Assistants	3	1
23-2011	Resource management	27.179313673	271930	Legal	48810	3	Paralegals and Legal Assistants	3	1
23-2011	Social	46.657198088	271930	Legal	48810	2	Paralegals and Legal Assistants	3	1
23-2011	Systems and complex problem solving	42.22568223	271930	Legal	48810	3	Paralegals and Legal Assistants	3	1
23-2011	Technical	7.8769503299	271930	Legal	48810	3	Paralegals and Legal Assistants	3	1
23-2091	Content	40.436943252	17670	Legal	49500	3	Court Reporters	3	1
23-2091	Process	43.504106457	17670	Legal	49500	3	Court Reporters	3	1
23-2091	Resource management	15.592052872	17670	Legal	49500	3	Court Reporters	3	1
23-2091	Social	31.233023666	17670	Legal	49500	3	Court Reporters	3	1
23-2091	Systems and complex problem solving	29.961674324	17670	Legal	49500	3	Court Reporters	3	1
23-2091	Technical	14.44831938	17670	Legal	49500	3	Court Reporters	3	1
23-2093	Content	49.267569836	54620	Legal	44370	1	Title Examiners, Abstractors, and Searchers	3	1
23-2093	Process	49.09771427	54620	Legal	44370	3	Title Examiners, Abstractors, and Searchers	3	1
23-2093	Resource management	38.442060906	54620	Legal	44370	1	Title Examiners, Abstractors, and Searchers	3	1
23-2093	Social	45.38583598	54620	Legal	44370	2	Title Examiners, Abstractors, and Searchers	3	1
23-2093	Systems and complex problem solving	39.297417553	54620	Legal	44370	3	Title Examiners, Abstractors, and Searchers	3	1
23-2093	Technical	6.5512152875	54620	Legal	44370	3	Title Examiners, Abstractors, and Searchers	3	1
25-0000	Content	59.843301496	8542670	Education, training, and library	47220	0	Education, training, and library		2
25-0000	Process	64.398804871	8542670	Education, training, and library	47220	0	Education, training, and library		2
25-0000	Resource management	38.827339914	8542670	Education, training, and library	47220	1	Education, training, and library		2
25-0000	Social	55.302838925	8542670	Education, training, and library	47220	0	Education, training, and library		2
25-0000	Systems and complex problem solving	54.607553561	8542670	Education, training, and library	47220	1	Education, training, and library		2
25-0000	Technical	13.675305505	8542670	Education, training, and library	47220	3	Education, training, and library		2
25-1011	Content	63.858924295	84890	Education, training, and library	75370	2	Business Teachers, Postsecondary	5	1
25-1011	Process	67.954268012	84890	Education, training, and library	75370	0	Business Teachers, Postsecondary	5	1
25-1011	Resource management	36.37304332	84890	Education, training, and library	75370	3	Business Teachers, Postsecondary	5	1
25-1011	Social	55.365867389	84890	Education, training, and library	75370	2	Business Teachers, Postsecondary	5	1
25-1011	Systems and complex problem solving	56.995981535	84890	Education, training, and library	75370	2	Business Teachers, Postsecondary	5	1
25-1011	Technical	12.60211552	84890	Education, training, and library	75370	2	Business Teachers, Postsecondary	5	1
25-1021	Content	65.282232823	33760	Education, training, and library	74840	1	Computer Science Teachers, Postsecondary	5	1
25-1021	Process	67.750328623	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1021	Resource management	40.945172579	33760	Education, training, and library	74840	2	Computer Science Teachers, Postsecondary	5	1
25-1021	Social	54.369647651	33760	Education, training, and library	74840	2	Computer Science Teachers, Postsecondary	5	1
25-1021	Systems and complex problem solving	59.378177284	33760	Education, training, and library	74840	1	Computer Science Teachers, Postsecondary	5	1
25-1021	Technical	24.624420166	33760	Education, training, and library	74840	0	Computer Science Teachers, Postsecondary	5	1
25-1022	Content	66.983361806	53850	Education, training, and library	67170	1	Mathematical Science Teachers, Postsecondary	5	1
25-1022	Process	67.059585157	53850	Education, training, and library	67170	0	Mathematical Science Teachers, Postsecondary	5	1
25-1022	Resource management	33.98503519	53850	Education, training, and library	67170	3	Mathematical Science Teachers, Postsecondary	5	1
25-1022	Social	52.620457722	53850	Education, training, and library	67170	3	Mathematical Science Teachers, Postsecondary	5	1
25-1022	Systems and complex problem solving	54.97728427	53850	Education, training, and library	67170	3	Mathematical Science Teachers, Postsecondary	5	1
25-1022	Technical	7.8684385206	53850	Education, training, and library	67170	3	Mathematical Science Teachers, Postsecondary	5	1
25-1031	Content	64.679241353	7340	Education, training, and library	73920	1	Architecture Teachers, Postsecondary	5	1
25-1031	Process	69.083435201	7340	Education, training, and library	73920	0	Architecture Teachers, Postsecondary	5	1
25-1031	Resource management	40.45194258	7340	Education, training, and library	73920	2	Architecture Teachers, Postsecondary	5	1
25-1031	Social	56.785772616	7340	Education, training, and library	73920	1	Architecture Teachers, Postsecondary	5	1
25-1031	Systems and complex problem solving	60.947575024	7340	Education, training, and library	73920	1	Architecture Teachers, Postsecondary	5	1
25-1031	Technical	11.166110997	7340	Education, training, and library	73920	2	Architecture Teachers, Postsecondary	5	1
25-1032	Content	68.505408365	37270	Education, training, and library	95060	0	Engineering Teachers, Postsecondary	5	1
25-1032	Process	63.268466635	37270	Education, training, and library	95060	2	Engineering Teachers, Postsecondary	5	1
25-1032	Resource management	38.791659316	37270	Education, training, and library	95060	2	Engineering Teachers, Postsecondary	5	1
25-1032	Social	54.025060501	37270	Education, training, and library	95060	2	Engineering Teachers, Postsecondary	5	1
25-1032	Systems and complex problem solving	56.243662777	37270	Education, training, and library	95060	2	Engineering Teachers, Postsecondary	5	1
25-1032	Technical	15.907408075	37270	Education, training, and library	95060	2	Engineering Teachers, Postsecondary	5	1
25-1041	Content	69.362233478	9680	Education, training, and library	90780	0	Agricultural Sciences Teachers, Postsecondary	5	1
25-1041	Process	69.66658741	9680	Education, training, and library	90780	0	Agricultural Sciences Teachers, Postsecondary	5	1
25-1041	Resource management	44.591916598	9680	Education, training, and library	90780	1	Agricultural Sciences Teachers, Postsecondary	5	1
25-1041	Social	56.670140084	9680	Education, training, and library	90780	1	Agricultural Sciences Teachers, Postsecondary	5	1
25-1041	Systems and complex problem solving	57.561047815	9680	Education, training, and library	90780	2	Agricultural Sciences Teachers, Postsecondary	5	1
25-1041	Technical	17.753213885	9680	Education, training, and library	90780	1	Agricultural Sciences Teachers, Postsecondary	5	1
25-1042	Content	68.829597674	51640	Education, training, and library	75320	0	Biological Science Teachers, Postsecondary	5	1
25-1042	Process	67.035160793	51640	Education, training, and library	75320	1	Biological Science Teachers, Postsecondary	5	1
25-1042	Resource management	44.627512792	51640	Education, training, and library	75320	1	Biological Science Teachers, Postsecondary	5	1
25-1042	Social	54.024409513	51640	Education, training, and library	75320	2	Biological Science Teachers, Postsecondary	5	1
25-1042	Systems and complex problem solving	57.787113803	51640	Education, training, and library	75320	2	Biological Science Teachers, Postsecondary	5	1
25-1042	Technical	9.6186091906	51640	Education, training, and library	75320	3	Biological Science Teachers, Postsecondary	5	1
25-1043	Content	67.953058037	1660	Education, training, and library	88270	0	Forestry and Conservation Science Teachers, Postsecondary	5	1
25-1043	Process	67.000205559	1660	Education, training, and library	88270	1	Forestry and Conservation Science Teachers, Postsecondary	5	1
25-1043	Resource management	41.44068554	1660	Education, training, and library	88270	1	Forestry and Conservation Science Teachers, Postsecondary	5	1
25-1043	Social	56.625615345	1660	Education, training, and library	88270	1	Forestry and Conservation Science Teachers, Postsecondary	5	1
25-1043	Systems and complex problem solving	57.21529821	1660	Education, training, and library	88270	2	Forestry and Conservation Science Teachers, Postsecondary	5	1
25-1043	Technical	12.765292471	1660	Education, training, and library	88270	2	Forestry and Conservation Science Teachers, Postsecondary	5	1
25-1051	Content	72.674577512	10890	Education, training, and library	83150	0	Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary	5	1
25-1051	Process	67.835690028	10890	Education, training, and library	83150	0	Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary	5	1
25-1051	Resource management	45.599965343	10890	Education, training, and library	83150	0	Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary	5	1
25-1051	Social	55.407291411	10890	Education, training, and library	83150	2	Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary	5	1
25-1051	Systems and complex problem solving	60.825997052	10890	Education, training, and library	83150	1	Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary	5	1
25-1051	Technical	16.413478844	10890	Education, training, and library	83150	1	Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary	5	1
25-1052	Content	70.859532148	21460	Education, training, and library	75060	0	Chemistry Teachers, Postsecondary	5	1
25-1052	Process	68.878184022	21460	Education, training, and library	75060	0	Chemistry Teachers, Postsecondary	5	1
25-1052	Resource management	41.15537071	21460	Education, training, and library	75060	2	Chemistry Teachers, Postsecondary	5	1
25-1052	Social	51.888017143	21460	Education, training, and library	75060	3	Chemistry Teachers, Postsecondary	5	1
25-1052	Systems and complex problem solving	59.117796913	21460	Education, training, and library	75060	1	Chemistry Teachers, Postsecondary	5	1
25-1052	Technical	19.037090018	21460	Education, training, and library	75060	1	Chemistry Teachers, Postsecondary	5	1
25-1053	Content	69.717637711	5540	Education, training, and library	78770	0	Environmental Science Teachers, Postsecondary	5	1
25-1053	Process	68.115685737	5540	Education, training, and library	78770	0	Environmental Science Teachers, Postsecondary	5	1
25-1053	Resource management	44.868995355	5540	Education, training, and library	78770	1	Environmental Science Teachers, Postsecondary	5	1
25-1053	Social	56.2712952	5540	Education, training, and library	78770	1	Environmental Science Teachers, Postsecondary	5	1
25-1053	Systems and complex problem solving	58.508793226	5540	Education, training, and library	78770	2	Environmental Science Teachers, Postsecondary	5	1
25-1053	Technical	11.048673275	5540	Education, training, and library	78770	2	Environmental Science Teachers, Postsecondary	5	1
25-1054	Content	73.851414231	14310	Education, training, and library	82840	0	Physics Teachers, Postsecondary	5	1
25-1054	Process	69.38301093	14310	Education, training, and library	82840	0	Physics Teachers, Postsecondary	5	1
25-1054	Resource management	41.233358562	14310	Education, training, and library	82840	2	Physics Teachers, Postsecondary	5	1
25-1054	Social	54.05604977	14310	Education, training, and library	82840	2	Physics Teachers, Postsecondary	5	1
25-1054	Systems and complex problem solving	58.309738528	14310	Education, training, and library	82840	2	Physics Teachers, Postsecondary	5	1
25-1054	Technical	21.398817959	14310	Education, training, and library	82840	1	Physics Teachers, Postsecondary	5	1
25-1061	Content	67.515147178	6000	Education, training, and library	77650	0	Anthropology and Archeology Teachers, Postsecondary	5	1
25-1061	Process	66.277862522	6000	Education, training, and library	77650	1	Anthropology and Archeology Teachers, Postsecondary	5	1
25-1061	Resource management	40.935308929	6000	Education, training, and library	77650	2	Anthropology and Archeology Teachers, Postsecondary	5	1
25-1061	Social	55.458364783	6000	Education, training, and library	77650	1	Anthropology and Archeology Teachers, Postsecondary	5	1
25-1061	Systems and complex problem solving	61.532666625	6000	Education, training, and library	77650	1	Anthropology and Archeology Teachers, Postsecondary	5	1
25-1061	Technical	6.4141403507	6000	Education, training, and library	77650	3	Anthropology and Archeology Teachers, Postsecondary	5	1
25-1062	Content	65.31830416	9240	Education, training, and library	72300	1	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1062	Process	66.458098405	9240	Education, training, and library	72300	1	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1062	Resource management	37.008495518	9240	Education, training, and library	72300	3	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1062	Social	52.488318636	9240	Education, training, and library	72300	3	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1062	Systems and complex problem solving	55.150079979	9240	Education, training, and library	72300	3	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1062	Technical	9.7380992745	9240	Education, training, and library	72300	3	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1063	Content	62.956369807	13580	Education, training, and library	94000	2	Economics Teachers, Postsecondary	5	1
25-1063	Process	62.52796769	13580	Education, training, and library	94000	2	Economics Teachers, Postsecondary	5	1
25-1063	Resource management	37.919620202	13580	Education, training, and library	94000	2	Economics Teachers, Postsecondary	5	1
25-1063	Social	51.539111021	13580	Education, training, and library	94000	3	Economics Teachers, Postsecondary	5	1
25-1063	Systems and complex problem solving	54.341739352	13580	Education, training, and library	94000	3	Economics Teachers, Postsecondary	5	1
25-1063	Technical	12.564068367	13580	Education, training, and library	94000	2	Economics Teachers, Postsecondary	5	1
25-1064	Content	67.695815719	4350	Education, training, and library	75400	0	Geography Teachers, Postsecondary	5	1
25-1064	Process	66.653880553	4350	Education, training, and library	75400	1	Geography Teachers, Postsecondary	5	1
25-1064	Resource management	39.898442252	4350	Education, training, and library	75400	2	Geography Teachers, Postsecondary	5	1
25-1064	Social	54.175982442	4350	Education, training, and library	75400	2	Geography Teachers, Postsecondary	5	1
25-1064	Systems and complex problem solving	54.112308895	4350	Education, training, and library	75400	3	Geography Teachers, Postsecondary	5	1
25-1064	Technical	10.03701892	4350	Education, training, and library	75400	3	Geography Teachers, Postsecondary	5	1
25-1065	Content	64.129307587	17460	Education, training, and library	76370	1	Political Science Teachers, Postsecondary	5	1
25-1065	Process	66.133393088	17460	Education, training, and library	76370	1	Political Science Teachers, Postsecondary	5	1
25-1065	Resource management	36.910755166	17460	Education, training, and library	76370	3	Political Science Teachers, Postsecondary	5	1
25-1065	Social	53.298497038	17460	Education, training, and library	76370	2	Political Science Teachers, Postsecondary	5	1
25-1065	Systems and complex problem solving	55.396192076	17460	Education, training, and library	76370	3	Political Science Teachers, Postsecondary	5	1
25-1065	Technical	6.5460445689	17460	Education, training, and library	76370	3	Political Science Teachers, Postsecondary	5	1
